,index,Fajr,Sunrise,Dhuhr,Asr,Maghrib,Isha,Fajr_start,Fajr_end,Dhuhr_start,Dhuhr_end,Asr_start,Asr_end,Maghrib_start,Maghrib_end,Isha_start,Isha_end,SleepStart,SleepEnd,NapStart,NapEnd
182,2023-10-30,04:40 AM,06:32,11:26 AM,01:50 PM,04:19 PM,06:06 PM,04:40 AM,04:45 AM,11:26 AM,11:31 AM,01:50 PM,01:55 PM,04:19 PM,04:24 PM,06:06 PM,06:11 PM,12:00 AM,04:00 AM,11:56 AM,12:56 PM
183,2023-10-31,04:42 AM,06:33,11:26 AM,01:49 PM,04:17 PM,06:04 PM,04:42 AM,04:47 AM,11:26 AM,11:31 AM,01:49 PM,01:54 PM,04:17 PM,04:22 PM,06:04 PM,06:09 PM,12:00 AM,04:00 AM,11:56 AM,12:56 PM
184,2023-11-01,04:43 AM,06:35,11:26 AM,01:47 PM,04:16 PM,06:03 PM,04:43 AM,04:48 AM,11:26 AM,11:31 AM,01:47 PM,01:52 PM,04:16 PM,04:21 PM,06:03 PM,06:08 PM,12:00 AM,04:00 AM,11:56 AM,12:56 PM
185,2023-11-02,04:45 AM,06:37,11:26 AM,01:46 PM,04:14 PM,06:01 PM,04:45 AM,04:50 AM,11:26 AM,11:31 AM,01:46 PM,01:51 PM,04:14 PM,04:19 PM,06:01 PM,06:06 PM,12:00 AM,04:00 AM,11:56 AM,12:56 PM
186,2023-11-03,04:46 AM,06:39,11:26 AM,01:44 PM,04:12 PM,05:59 PM,04:46 AM,04:51 AM,10:26 AM,12:26 PM,01:44 PM,01:49 PM,04:12 PM,04:17 PM,05:59 PM,06:04 PM,12:00 AM,04:00 AM,11:56 AM,12:56 PM
187,2023-11-04,04:48 AM,06:40,11:26 AM,01:43 PM,04:10 PM,05:58 PM,04:48 AM,04:53 AM,11:26 AM,11:31 AM,01:43 PM,01:48 PM,04:10 PM,04:15 PM,05:58 PM,06:03 PM,12:00 AM,04:00 AM,11:56 AM,12:56 PM
188,2023-11-05,04:50 AM,06:42,11:26 AM,01:42 PM,04:09 PM,05:56 PM,04:50 AM,04:55 AM,11:26 AM,11:31 AM,01:42 PM,01:47 PM,04:09 PM,04:14 PM,05:56 PM,06:01 PM,12:00 AM,04:00 AM,11:56 AM,12:56 PM
189,2023-11-06,04:51 AM,06:44,11:26 AM,01:40 PM,04:07 PM,05:55 PM,04:51 AM,04:56 AM,11:26 AM,11:31 AM,01:40 PM,01:45 PM,04:07 PM,04:12 PM,05:55 PM,06:00 PM,12:00 AM,04:00 AM,11:56 AM,12:56 PM
190,2023-11-07,04:53 AM,06:46,11:26 AM,01:39 PM,04:05 PM,05:54 PM,04:53 AM,04:58 AM,11:26 AM,11:31 AM,01:39 PM,01:44 PM,04:05 PM,04:10 PM,05:54 PM,05:59 PM,12:00 AM,04:00 AM,11:56 AM,12:56 PM
191,2023-11-08,04:54 AM,06:48,11:26 AM,01:38 PM,04:03 PM,05:52 PM,04:54 AM,04:59 AM,11:26 AM,11:31 AM,01:38 PM,01:43 PM,04:03 PM,04:08 PM,05:52 PM,05:57 PM,12:00 AM,04:00 AM,11:56 AM,12:56 PM
192,2023-11-09,04:56 AM,06:49,11:26 AM,01:37 PM,04:02 PM,05:51 PM,04:56 AM,05:01 AM,11:26 AM,11:31 AM,01:37 PM,01:42 PM,04:02 PM,04:07 PM,05:51 PM,05:56 PM,12:00 AM,04:00 AM,11:56 AM,12:56 PM
193,2023-11-10,04:57 AM,06:51,11:27 AM,01:35 PM,04:00 PM,05:50 PM,04:57 AM,05:02 AM,10:27 AM,12:27 PM,01:35 PM,01:40 PM,04:00 PM,04:05 PM,05:50 PM,05:55 PM,12:00 AM,04:00 AM,11:57 AM,12:57 PM
194,2023-11-11,04:59 AM,06:53,11:27 AM,01:34 PM,03:59 PM,05:48 PM,04:59 AM,05:04 AM,11:27 AM,11:32 AM,01:34 PM,01:39 PM,03:59 PM,04:04 PM,05:48 PM,05:53 PM,12:00 AM,04:00 AM,11:57 AM,12:57 PM
195,2023-11-12,05:00 AM,06:55,11:27 AM,01:33 PM,03:57 PM,05:47 PM,05:00 AM,05:05 AM,11:27 AM,11:32 AM,01:33 PM,01:38 PM,03:57 PM,04:02 PM,05:47 PM,05:52 PM,12:00 AM,04:00 AM,11:57 AM,12:57 PM
196,2023-11-13,05:01 AM,06:56,11:27 AM,01:32 PM,03:56 PM,05:46 PM,05:01 AM,05:06 AM,11:27 AM,11:32 AM,01:32 PM,01:37 PM,03:56 PM,04:01 PM,05:46 PM,05:51 PM,12:00 AM,04:00 AM,11:57 AM,12:57 PM
197,2023-11-14,05:03 AM,06:58,11:27 AM,01:31 PM,03:54 PM,05:45 PM,05:03 AM,05:08 AM,11:27 AM,11:32 AM,01:31 PM,01:36 PM,03:54 PM,03:59 PM,05:45 PM,05:50 PM,12:00 AM,04:00 AM,11:57 AM,12:57 PM
198,2023-11-15,05:04 AM,07:00,11:27 AM,01:30 PM,03:53 PM,05:44 PM,05:04 AM,05:09 AM,11:27 AM,11:32 AM,01:30 PM,01:35 PM,03:53 PM,03:58 PM,05:44 PM,05:49 PM,12:00 AM,04:00 AM,11:57 AM,12:57 PM
199,2023-11-16,05:06 AM,07:02,11:27 AM,01:29 PM,03:52 PM,05:42 PM,05:06 AM,05:11 AM,11:27 AM,11:32 AM,01:29 PM,01:34 PM,03:52 PM,03:57 PM,05:42 PM,05:47 PM,12:00 AM,04:00 AM,11:57 AM,12:57 PM
200,2023-11-17,05:07 AM,07:03,11:28 AM,01:28 PM,03:50 PM,05:41 PM,05:07 AM,05:12 AM,10:28 AM,12:28 PM,01:28 PM,01:33 PM,03:50 PM,03:55 PM,05:41 PM,05:46 PM,12:00 AM,04:00 AM,11:58 AM,12:58 PM
201,2023-11-18,05:08 AM,07:05,11:28 AM,01:27 PM,03:49 PM,05:40 PM,05:08 AM,05:13 AM,11:28 AM,11:33 AM,01:27 PM,01:32 PM,03:49 PM,03:54 PM,05:40 PM,05:45 PM,12:00 AM,04:00 AM,11:58 AM,12:58 PM
202,2023-11-19,05:10 AM,07:07,11:28 AM,01:26 PM,03:48 PM,05:39 PM,05:10 AM,05:15 AM,11:28 AM,11:33 AM,01:26 PM,01:31 PM,03:48 PM,03:53 PM,05:39 PM,05:44 PM,12:00 AM,04:00 AM,11:58 AM,12:58 PM
203,2023-11-20,05:11 AM,07:08,11:28 AM,01:25 PM,03:46 PM,05:39 PM,05:11 AM,05:16 AM,11:28 AM,11:33 AM,01:25 PM,01:30 PM,03:46 PM,03:51 PM,05:39 PM,05:44 PM,12:00 AM,04:00 AM,11:58 AM,12:58 PM
204,2023-11-21,05:13 AM,07:10,11:28 AM,01:24 PM,03:45 PM,05:38 PM,05:13 AM,05:18 AM,11:28 AM,11:33 AM,01:24 PM,01:29 PM,03:45 PM,03:50 PM,05:38 PM,05:43 PM,12:00 AM,04:00 AM,11:58 AM,12:58 PM
205,2023-11-22,05:14 AM,07:12,11:29 AM,01:23 PM,03:44 PM,05:37 PM,05:14 AM,05:19 AM,11:29 AM,11:34 AM,01:23 PM,01:28 PM,03:44 PM,03:49 PM,05:37 PM,05:42 PM,12:00 AM,04:00 AM,11:59 AM,12:59 PM
206,2023-11-23,05:15 AM,07:13,11:29 AM,01:22 PM,03:43 PM,05:36 PM,05:15 AM,05:20 AM,11:29 AM,11:34 AM,01:22 PM,01:27 PM,03:43 PM,03:48 PM,05:36 PM,05:41 PM,12:00 AM,04:00 AM,11:59 AM,12:59 PM
207,2023-11-24,05:16 AM,07:15,11:29 AM,01:22 PM,03:42 PM,05:35 PM,05:16 AM,05:21 AM,10:29 AM,12:29 PM,01:22 PM,01:27 PM,03:42 PM,03:47 PM,05:35 PM,05:40 PM,12:00 AM,04:00 AM,11:59 AM,12:59 PM
208,2023-11-25,05:18 AM,07:17,11:30 AM,01:21 PM,03:41 PM,05:35 PM,05:18 AM,05:23 AM,11:30 AM,11:35 AM,01:21 PM,01:26 PM,03:41 PM,03:46 PM,05:35 PM,05:40 PM,12:00 AM,04:00 AM,12:00 PM,01:00 PM
209,2023-11-26,05:19 AM,07:18,11:30 AM,01:20 PM,03:40 PM,05:34 PM,05:19 AM,05:24 AM,11:30 AM,11:35 AM,01:20 PM,01:25 PM,03:40 PM,03:45 PM,05:34 PM,05:39 PM,12:00 AM,04:00 AM,12:00 PM,01:00 PM
210,2023-11-27,05:20 AM,07:20,11:30 AM,01:20 PM,03:39 PM,05:33 PM,05:20 AM,05:25 AM,11:30 AM,11:35 AM,01:20 PM,01:25 PM,03:39 PM,03:44 PM,05:33 PM,05:38 PM,12:00 AM,04:00 AM,12:00 PM,01:00 PM
211,2023-11-28,05:21 AM,07:21,11:30 AM,01:19 PM,03:38 PM,05:33 PM,05:21 AM,05:26 AM,11:30 AM,11:35 AM,01:19 PM,01:24 PM,03:38 PM,03:43 PM,05:33 PM,05:38 PM,12:00 AM,04:00 AM,12:00 PM,01:00 PM
212,2023-11-29,05:23 AM,07:23,11:31 AM,01:19 PM,03:38 PM,05:32 PM,05:23 AM,05:28 AM,11:31 AM,11:36 AM,01:19 PM,01:24 PM,03:38 PM,03:43 PM,05:32 PM,05:37 PM,12:00 AM,04:00 AM,12:01 PM,01:01 PM
213,2023-11-30,05:24 AM,07:24,11:31 AM,01:18 PM,03:37 PM,05:32 PM,05:24 AM,05:29 AM,11:31 AM,11:36 AM,01:18 PM,01:23 PM,03:37 PM,03:42 PM,05:32 PM,05:37 PM,12:00 AM,04:00 AM,12:01 PM,01:01 PM
214,2023-12-01,05:25 AM,07:26,11:32 AM,01:18 PM,03:36 PM,05:31 PM,05:25 AM,05:30 AM,10:32 AM,12:32 PM,01:18 PM,01:23 PM,03:36 PM,03:41 PM,05:31 PM,05:36 PM,12:00 AM,04:00 AM,12:02 PM,01:02 PM
215,2023-12-02,05:26 AM,07:27,11:32 AM,01:17 PM,03:36 PM,05:31 PM,05:26 AM,05:31 AM,11:32 AM,11:37 AM,01:17 PM,01:22 PM,03:36 PM,03:41 PM,05:31 PM,05:36 PM,12:00 AM,04:00 AM,12:02 PM,01:02 PM
216,2023-12-03,05:27 AM,07:28,11:32 AM,01:17 PM,03:35 PM,05:31 PM,05:27 AM,05:32 AM,11:32 AM,11:37 AM,01:17 PM,01:22 PM,03:35 PM,03:40 PM,05:31 PM,05:36 PM,12:00 AM,04:00 AM,12:02 PM,01:02 PM
217,2023-12-04,05:28 AM,07:30,11:33 AM,01:17 PM,03:34 PM,05:30 PM,05:28 AM,05:33 AM,11:33 AM,11:38 AM,01:17 PM,01:22 PM,03:34 PM,03:39 PM,05:30 PM,05:35 PM,12:00 AM,04:00 AM,12:03 PM,01:03 PM
218,2023-12-05,05:29 AM,07:31,11:33 AM,01:16 PM,03:34 PM,05:30 PM,05:29 AM,05:34 AM,11:33 AM,11:38 AM,01:16 PM,01:21 PM,03:34 PM,03:39 PM,05:30 PM,05:35 PM,12:00 AM,04:00 AM,12:03 PM,01:03 PM
219,2023-12-06,05:30 AM,07:32,11:34 AM,01:16 PM,03:34 PM,05:30 PM,05:30 AM,05:35 AM,11:34 AM,11:39 AM,01:16 PM,01:21 PM,03:34 PM,03:39 PM,05:30 PM,05:35 PM,12:00 AM,04:00 AM,12:04 PM,01:04 PM
220,2023-12-07,05:31 AM,07:33,11:34 AM,01:16 PM,03:33 PM,05:30 PM,05:31 AM,05:36 AM,11:34 AM,11:39 AM,01:16 PM,01:21 PM,03:33 PM,03:38 PM,05:30 PM,05:35 PM,12:00 AM,04:00 AM,12:04 PM,01:04 PM
221,2023-12-08,05:32 AM,07:35,11:34 AM,01:16 PM,03:33 PM,05:30 PM,05:32 AM,05:37 AM,10:34 AM,12:34 PM,01:16 PM,01:21 PM,03:33 PM,03:38 PM,05:30 PM,05:35 PM,12:00 AM,04:00 AM,12:04 PM,01:04 PM
222,2023-12-09,05:33 AM,07:36,11:35 AM,01:16 PM,03:33 PM,05:30 PM,05:33 AM,05:38 AM,11:35 AM,11:40 AM,01:16 PM,01:21 PM,03:33 PM,03:38 PM,05:30 PM,05:35 PM,12:00 AM,04:00 AM,12:05 PM,01:05 PM
223,2023-12-10,05:34 AM,07:37,11:35 AM,01:16 PM,03:32 PM,05:30 PM,05:34 AM,05:39 AM,11:35 AM,11:40 AM,01:16 PM,01:21 PM,03:32 PM,03:37 PM,05:30 PM,05:35 PM,12:00 AM,04:00 AM,12:05 PM,01:05 PM
224,2023-12-11,05:35 AM,07:38,11:36 AM,01:16 PM,03:32 PM,05:30 PM,05:35 AM,05:40 AM,11:36 AM,11:41 AM,01:16 PM,01:21 PM,03:32 PM,03:37 PM,05:30 PM,05:35 PM,12:00 AM,04:00 AM,12:06 PM,01:06 PM
225,2023-12-12,05:36 AM,07:39,11:36 AM,01:16 PM,03:32 PM,05:30 PM,05:36 AM,05:41 AM,11:36 AM,11:41 AM,01:16 PM,01:21 PM,03:32 PM,03:37 PM,05:30 PM,05:35 PM,12:00 AM,04:00 AM,12:06 PM,01:06 PM
226,2023-12-13,05:37 AM,07:40,11:37 AM,01:16 PM,03:32 PM,05:30 PM,05:37 AM,05:42 AM,11:37 AM,11:42 AM,01:16 PM,01:21 PM,03:32 PM,03:37 PM,05:30 PM,05:35 PM,12:00 AM,04:00 AM,12:07 PM,01:07 PM
227,2023-12-14,05:37 AM,07:41,11:37 AM,01:16 PM,03:32 PM,05:30 PM,05:37 AM,05:42 AM,11:37 AM,11:42 AM,01:16 PM,01:21 PM,03:32 PM,03:37 PM,05:30 PM,05:35 PM,12:00 AM,04:00 AM,12:07 PM,01:07 PM
228,2023-12-15,05:38 AM,07:42,11:38 AM,01:16 PM,03:32 PM,05:30 PM,05:38 AM,05:43 AM,10:38 AM,12:38 PM,01:16 PM,01:21 PM,03:32 PM,03:37 PM,05:30 PM,05:35 PM,12:00 AM,04:00 AM,12:08 PM,01:08 PM
229,2023-12-16,05:39 AM,07:43,11:38 AM,01:16 PM,03:33 PM,05:31 PM,05:39 AM,05:44 AM,11:38 AM,11:43 AM,01:16 PM,01:21 PM,03:33 PM,03:38 PM,05:31 PM,05:36 PM,12:00 AM,04:00 AM,12:08 PM,01:08 PM
230,2023-12-17,05:40 AM,07:43,11:39 AM,01:17 PM,03:33 PM,05:31 PM,05:40 AM,05:45 AM,11:39 AM,11:44 AM,01:17 PM,01:22 PM,03:33 PM,03:38 PM,05:31 PM,05:36 PM,12:00 AM,04:00 AM,12:09 PM,01:09 PM
231,2023-12-18,05:40 AM,07:44,11:39 AM,01:17 PM,03:33 PM,05:31 PM,05:40 AM,05:45 AM,11:39 AM,11:44 AM,01:17 PM,01:22 PM,03:33 PM,03:38 PM,05:31 PM,05:36 PM,12:00 AM,04:00 AM,12:09 PM,01:09 PM
232,2023-12-19,05:41 AM,07:45,11:40 AM,01:17 PM,03:33 PM,05:32 PM,05:41 AM,05:46 AM,11:40 AM,11:45 AM,01:17 PM,01:22 PM,03:33 PM,03:38 PM,05:32 PM,05:37 PM,12:00 AM,04:00 AM,12:10 PM,01:10 PM
233,2023-12-20,05:41 AM,07:45,11:40 AM,01:18 PM,03:34 PM,05:32 PM,05:41 AM,05:46 AM,11:40 AM,11:45 AM,01:18 PM,01:23 PM,03:34 PM,03:39 PM,05:32 PM,05:37 PM,12:00 AM,04:00 AM,12:10 PM,01:10 PM
234,2023-12-21,05:42 AM,07:46,11:41 AM,01:18 PM,03:34 PM,05:33 PM,05:42 AM,05:47 AM,11:41 AM,11:46 AM,01:18 PM,01:23 PM,03:34 PM,03:39 PM,05:33 PM,05:38 PM,12:00 AM,04:00 AM,12:11 PM,01:11 PM
235,2023-12-22,05:42 AM,07:46,11:41 AM,01:19 PM,03:35 PM,05:33 PM,05:42 AM,05:47 AM,10:41 AM,12:41 PM,01:19 PM,01:24 PM,03:35 PM,03:40 PM,05:33 PM,05:38 PM,12:00 AM,04:00 AM,12:11 PM,01:11 PM
236,2023-12-23,05:43 AM,07:47,11:42 AM,01:19 PM,03:35 PM,05:34 PM,05:43 AM,05:48 AM,11:42 AM,11:47 AM,01:19 PM,01:24 PM,03:35 PM,03:40 PM,05:34 PM,05:39 PM,12:00 AM,04:00 AM,12:12 PM,01:12 PM
237,2023-12-24,05:43 AM,07:47,11:42 AM,01:20 PM,03:36 PM,05:34 PM,05:43 AM,05:48 AM,11:42 AM,11:47 AM,01:20 PM,01:25 PM,03:36 PM,03:41 PM,05:34 PM,05:39 PM,12:00 AM,04:00 AM,12:12 PM,01:12 PM
238,2023-12-25,05:44 AM,07:48,11:43 AM,01:21 PM,03:36 PM,05:35 PM,05:44 AM,05:49 AM,11:43 AM,11:48 AM,01:21 PM,01:26 PM,03:36 PM,03:41 PM,05:35 PM,05:40 PM,12:00 AM,04:00 AM,12:13 PM,01:13 PM
239,2023-12-26,05:44 AM,07:48,11:43 AM,01:21 PM,03:37 PM,05:35 PM,05:44 AM,05:49 AM,11:43 AM,11:48 AM,01:21 PM,01:26 PM,03:37 PM,03:42 PM,05:35 PM,05:40 PM,12:00 AM,04:00 AM,12:13 PM,01:13 PM
240,2023-12-27,05:44 AM,07:48,11:44 AM,01:22 PM,03:38 PM,05:36 PM,05:44 AM,05:49 AM,11:44 AM,11:49 AM,01:22 PM,01:27 PM,03:38 PM,03:43 PM,05:36 PM,05:41 PM,12:00 AM,04:00 AM,12:14 PM,01:14 PM
241,2023-12-28,05:44 AM,07:48,11:44 AM,01:23 PM,03:39 PM,05:37 PM,05:44 AM,05:49 AM,11:44 AM,11:49 AM,01:23 PM,01:28 PM,03:39 PM,03:44 PM,05:37 PM,05:42 PM,12:00 AM,04:00 AM,12:14 PM,01:14 PM
242,2023-12-29,05:45 AM,07:49,11:45 AM,01:24 PM,03:40 PM,05:38 PM,05:45 AM,05:50 AM,10:45 AM,12:45 PM,01:24 PM,01:29 PM,03:40 PM,03:45 PM,05:38 PM,05:43 PM,12:00 AM,04:00 AM,12:15 PM,01:15 PM
243,2023-12-30,05:45 AM,07:49,11:45 AM,01:24 PM,03:41 PM,05:38 PM,05:45 AM,05:50 AM,11:45 AM,11:50 AM,01:24 PM,01:29 PM,03:41 PM,03:46 PM,05:38 PM,05:43 PM,12:00 AM,04:00 AM,12:15 PM,01:15 PM
244,2023-12-31,05:45 AM,07:49,11:45 AM,01:25 PM,03:42 PM,05:39 PM,05:45 AM,05:50 AM,11:45 AM,11:50 AM,01:25 PM,01:30 PM,03:42 PM,03:47 PM,05:39 PM,05:44 PM,12:00 AM,04:00 AM,12:15 PM,01:15 PM
245,2024-01-01,05:45 AM,07:49,11:46 AM,01:26 PM,03:43 PM,05:40 PM,05:45 AM,05:50 AM,11:46 AM,11:51 AM,01:26 PM,01:31 PM,03:43 PM,03:48 PM,05:40 PM,05:45 PM,12:00 AM,04:00 AM,12:16 PM,01:16 PM
246,2024-01-02,05:45 AM,07:48,11:46 AM,01:27 PM,03:44 PM,05:41 PM,05:45 AM,05:50 AM,11:46 AM,11:51 AM,01:27 PM,01:32 PM,03:44 PM,03:49 PM,05:41 PM,05:46 PM,12:00 AM,04:00 AM,12:16 PM,01:16 PM
247,2024-01-03,05:45 AM,07:48,11:47 AM,01:28 PM,03:45 PM,05:42 PM,05:45 AM,05:50 AM,11:47 AM,11:52 AM,01:28 PM,01:33 PM,03:45 PM,03:50 PM,05:42 PM,05:47 PM,12:00 AM,04:00 AM,12:17 PM,01:17 PM
248,2024-01-04,05:45 AM,07:48,11:47 AM,01:29 PM,03:46 PM,05:43 PM,05:45 AM,05:50 AM,11:47 AM,11:52 AM,01:29 PM,01:34 PM,03:46 PM,03:51 PM,05:43 PM,05:48 PM,12:00 AM,04:00 AM,12:17 PM,01:17 PM
249,2024-01-05,05:45 AM,07:48,11:48 AM,01:30 PM,03:47 PM,05:44 PM,05:45 AM,05:50 AM,10:48 AM,12:48 PM,01:30 PM,01:35 PM,03:47 PM,03:52 PM,05:44 PM,05:49 PM,12:00 AM,04:00 AM,12:18 PM,01:18 PM
250,2024-01-06,05:45 AM,07:47,11:48 AM,01:31 PM,03:48 PM,05:45 PM,05:45 AM,05:50 AM,11:48 AM,11:53 AM,01:31 PM,01:36 PM,03:48 PM,03:53 PM,05:45 PM,05:50 PM,12:00 AM,04:00 AM,12:18 PM,01:18 PM
251,2024-01-07,05:44 AM,07:47,11:49 AM,01:32 PM,03:50 PM,05:46 PM,05:44 AM,05:49 AM,11:49 AM,11:54 AM,01:32 PM,01:37 PM,03:50 PM,03:55 PM,05:46 PM,05:51 PM,12:00 AM,04:00 AM,12:19 PM,01:19 PM
252,2024-01-08,05:44 AM,07:47,11:49 AM,01:33 PM,03:51 PM,05:47 PM,05:44 AM,05:49 AM,11:49 AM,11:54 AM,01:33 PM,01:38 PM,03:51 PM,03:56 PM,05:47 PM,05:52 PM,12:00 AM,04:00 AM,12:19 PM,01:19 PM
253,2024-01-09,05:44 AM,07:46,11:50 AM,01:35 PM,03:52 PM,05:48 PM,05:44 AM,05:49 AM,11:50 AM,11:55 AM,01:35 PM,01:40 PM,03:52 PM,03:57 PM,05:48 PM,05:53 PM,12:00 AM,04:00 AM,12:20 PM,01:20 PM
254,2024-01-10,05:44 AM,07:46,11:50 AM,01:36 PM,03:54 PM,05:50 PM,05:44 AM,05:49 AM,11:50 AM,11:55 AM,01:36 PM,01:41 PM,03:54 PM,03:59 PM,05:50 PM,05:55 PM,12:00 AM,04:00 AM,12:20 PM,01:20 PM
255,2024-01-11,05:43 AM,07:45,11:50 AM,01:37 PM,03:55 PM,05:51 PM,05:43 AM,05:48 AM,11:50 AM,11:55 AM,01:37 PM,01:42 PM,03:55 PM,04:00 PM,05:51 PM,05:56 PM,12:00 AM,04:00 AM,12:20 PM,01:20 PM
256,2024-01-12,05:43 AM,07:44,11:51 AM,01:38 PM,03:56 PM,05:52 PM,05:43 AM,05:48 AM,10:51 AM,12:51 PM,01:38 PM,01:43 PM,03:56 PM,04:01 PM,05:52 PM,05:57 PM,12:00 AM,04:00 AM,12:21 PM,01:21 PM
257,2024-01-13,05:42 AM,07:44,11:51 AM,01:39 PM,03:58 PM,05:53 PM,05:42 AM,05:47 AM,11:51 AM,11:56 AM,01:39 PM,01:44 PM,03:58 PM,04:03 PM,05:53 PM,05:58 PM,12:00 AM,04:00 AM,12:21 PM,01:21 PM
258,2024-01-14,05:42 AM,07:43,11:51 AM,01:41 PM,03:59 PM,05:55 PM,05:42 AM,05:47 AM,11:51 AM,11:56 AM,01:41 PM,01:46 PM,03:59 PM,04:04 PM,05:55 PM,06:00 PM,12:00 AM,04:00 AM,12:21 PM,01:21 PM
259,2024-01-15,05:41 AM,07:42,11:52 AM,01:42 PM,04:01 PM,05:56 PM,05:41 AM,05:46 AM,11:52 AM,11:57 AM,01:42 PM,01:47 PM,04:01 PM,04:06 PM,05:56 PM,06:01 PM,12:00 AM,04:00 AM,12:22 PM,01:22 PM
260,2024-01-16,05:41 AM,07:41,11:52 AM,01:43 PM,04:03 PM,05:57 PM,05:41 AM,05:46 AM,11:52 AM,11:57 AM,01:43 PM,01:48 PM,04:03 PM,04:08 PM,05:57 PM,06:02 PM,12:00 AM,04:00 AM,12:22 PM,01:22 PM
261,2024-01-17,05:40 AM,07:40,11:53 AM,01:45 PM,04:04 PM,05:58 PM,05:40 AM,05:45 AM,11:53 AM,11:58 AM,01:45 PM,01:50 PM,04:04 PM,04:09 PM,05:58 PM,06:03 PM,12:00 AM,04:00 AM,12:23 PM,01:23 PM
262,2024-01-18,05:39 AM,07:39,11:53 AM,01:46 PM,04:06 PM,06:00 PM,05:39 AM,05:44 AM,11:53 AM,11:58 AM,01:46 PM,01:51 PM,04:06 PM,04:11 PM,06:00 PM,06:05 PM,12:00 AM,04:00 AM,12:23 PM,01:23 PM
263,2024-01-19,05:39 AM,07:38,11:53 AM,01:47 PM,04:07 PM,06:01 PM,05:39 AM,05:44 AM,10:53 AM,12:53 PM,01:47 PM,01:52 PM,04:07 PM,04:12 PM,06:01 PM,06:06 PM,12:00 AM,04:00 AM,12:23 PM,01:23 PM
264,2024-01-20,05:38 AM,07:37,11:53 AM,01:49 PM,04:09 PM,06:03 PM,05:38 AM,05:43 AM,11:53 AM,11:58 AM,01:49 PM,01:54 PM,04:09 PM,04:14 PM,06:03 PM,06:08 PM,12:00 AM,04:00 AM,12:23 PM,01:23 PM
265,2024-01-21,05:37 AM,07:36,11:54 AM,01:50 PM,04:11 PM,06:04 PM,05:37 AM,05:42 AM,11:54 AM,11:59 AM,01:50 PM,01:55 PM,04:11 PM,04:16 PM,06:04 PM,06:09 PM,12:00 AM,04:00 AM,12:24 PM,01:24 PM
266,2024-01-22,05:36 AM,07:35,11:54 AM,01:52 PM,04:12 PM,06:05 PM,05:36 AM,05:41 AM,11:54 AM,11:59 AM,01:52 PM,01:57 PM,04:12 PM,04:17 PM,06:05 PM,06:10 PM,12:00 AM,04:00 AM,12:24 PM,01:24 PM
267,2024-01-23,05:35 AM,07:34,11:54 AM,01:53 PM,04:14 PM,06:07 PM,05:35 AM,05:40 AM,11:54 AM,11:59 AM,01:53 PM,01:58 PM,04:14 PM,04:19 PM,06:07 PM,06:12 PM,12:00 AM,04:00 AM,12:24 PM,01:24 PM
268,2024-01-24,05:34 AM,07:33,11:55 AM,01:54 PM,04:16 PM,06:08 PM,05:34 AM,05:39 AM,11:55 AM,12:00 PM,01:54 PM,01:59 PM,04:16 PM,04:21 PM,06:08 PM,06:13 PM,12:00 AM,04:00 AM,12:25 PM,01:25 PM
269,2024-01-25,05:33 AM,07:32,11:55 AM,01:56 PM,04:18 PM,06:10 PM,05:33 AM,05:38 AM,11:55 AM,12:00 PM,01:56 PM,02:01 PM,04:18 PM,04:23 PM,06:10 PM,06:15 PM,12:00 AM,04:00 AM,12:25 PM,01:25 PM
270,2024-01-26,05:32 AM,07:30,11:55 AM,01:57 PM,04:19 PM,06:11 PM,05:32 AM,05:37 AM,10:55 AM,12:55 PM,01:57 PM,02:02 PM,04:19 PM,04:24 PM,06:11 PM,06:16 PM,12:00 AM,04:00 AM,12:25 PM,01:25 PM
271,2024-01-27,05:31 AM,07:29,11:55 AM,01:59 PM,04:21 PM,06:13 PM,05:31 AM,05:36 AM,11:55 AM,12:00 PM,01:59 PM,02:04 PM,04:21 PM,04:26 PM,06:13 PM,06:18 PM,12:00 AM,04:00 AM,12:25 PM,01:25 PM
272,2024-01-28,05:30 AM,07:28,11:55 AM,02:00 PM,04:23 PM,06:14 PM,05:30 AM,05:35 AM,11:55 AM,12:00 PM,02:00 PM,02:05 PM,04:23 PM,04:28 PM,06:14 PM,06:19 PM,12:00 AM,04:00 AM,12:25 PM,01:25 PM
273,2024-01-29,05:29 AM,07:26,11:56 AM,02:02 PM,04:25 PM,06:16 PM,05:29 AM,05:34 AM,11:56 AM,12:01 PM,02:02 PM,02:07 PM,04:25 PM,04:30 PM,06:16 PM,06:21 PM,12:00 AM,04:00 AM,12:26 PM,01:26 PM
274,2024-01-30,05:28 AM,07:25,11:56 AM,02:03 PM,04:27 PM,06:17 PM,05:28 AM,05:33 AM,11:56 AM,12:01 PM,02:03 PM,02:08 PM,04:27 PM,04:32 PM,06:17 PM,06:22 PM,12:00 AM,04:00 AM,12:26 PM,01:26 PM
275,2024-01-31,05:27 AM,07:23,11:56 AM,02:05 PM,04:28 PM,06:19 PM,05:27 AM,05:32 AM,11:56 AM,12:01 PM,02:05 PM,02:10 PM,04:28 PM,04:33 PM,06:19 PM,06:24 PM,12:00 AM,04:00 AM,12:26 PM,01:26 PM
