,index,Fajr,Sunrise,Dhuhr,Asr,Maghrib,Isha,Fajr_start,Fajr_end,Dhuhr_start,Dhuhr_end,Asr_start,Asr_end,Maghrib_start,Maghrib_end,Isha_start,Isha_end,SleepStart,SleepEnd,NapStart,NapEnd
88,2023-07-28,02:24 AM,04:56,12:49 PM,05:02 PM,08:40 PM,10:59 PM,03:42 AM,03:47 AM,11:49 AM,01:49 PM,05:02 PM,05:07 PM,08:40 PM,08:45 PM,10:59 PM,11:04 PM,10:24 PM,02:24 AM,01:19 PM,02:19 PM
89,2023-07-29,02:24 AM,04:58,12:49 PM,05:02 PM,08:39 PM,10:58 PM,03:42 AM,03:47 AM,12:49 PM,12:54 PM,05:02 PM,05:07 PM,08:39 PM,08:44 PM,10:58 PM,11:03 PM,10:24 PM,02:24 AM,01:19 PM,02:19 PM
90,2023-07-30,02:25 AM,04:59,12:49 PM,05:01 PM,08:37 PM,10:57 PM,03:42 AM,03:47 AM,12:49 PM,12:54 PM,05:01 PM,05:06 PM,08:37 PM,08:42 PM,10:57 PM,11:02 PM,10:25 PM,02:25 AM,01:19 PM,02:19 PM
91,2023-07-31,02:25 AM,05:01,12:49 PM,05:00 PM,08:35 PM,10:56 PM,03:42 AM,03:47 AM,12:49 PM,12:54 PM,05:00 PM,05:05 PM,08:35 PM,08:40 PM,10:56 PM,11:01 PM,10:25 PM,02:25 AM,01:19 PM,02:19 PM
92,2023-08-01,02:26 AM,05:02,12:49 PM,05:00 PM,08:34 PM,10:56 PM,03:42 AM,03:47 AM,12:49 PM,12:54 PM,05:00 PM,05:05 PM,08:34 PM,08:39 PM,10:56 PM,11:01 PM,10:26 PM,02:26 AM,01:19 PM,02:19 PM
93,2023-08-02,02:27 AM,05:04,12:49 PM,04:59 PM,08:32 PM,10:55 PM,03:42 AM,03:47 AM,12:49 PM,12:54 PM,04:59 PM,05:04 PM,08:32 PM,08:37 PM,10:55 PM,11:00 PM,10:27 PM,02:27 AM,01:19 PM,02:19 PM
94,2023-08-03,02:27 AM,05:05,12:49 PM,04:58 PM,08:31 PM,10:54 PM,03:42 AM,03:47 AM,12:49 PM,12:54 PM,04:58 PM,05:03 PM,08:31 PM,08:36 PM,10:54 PM,10:59 PM,10:27 PM,02:27 AM,01:19 PM,02:19 PM
95,2023-08-04,02:28 AM,05:07,12:49 PM,04:57 PM,08:29 PM,10:53 PM,03:42 AM,03:47 AM,11:49 AM,01:49 PM,04:57 PM,05:02 PM,08:29 PM,08:34 PM,10:53 PM,10:58 PM,10:28 PM,02:28 AM,01:19 PM,02:19 PM
96,2023-08-05,02:28 AM,05:08,12:49 PM,04:57 PM,08:27 PM,10:53 PM,03:42 AM,03:47 AM,12:49 PM,12:54 PM,04:57 PM,05:02 PM,08:27 PM,08:32 PM,10:53 PM,10:58 PM,10:28 PM,02:28 AM,01:19 PM,02:19 PM
97,2023-08-06,02:29 AM,05:10,12:49 PM,04:56 PM,08:25 PM,10:52 PM,03:42 AM,03:47 AM,12:49 PM,12:54 PM,04:56 PM,05:01 PM,08:25 PM,08:30 PM,10:52 PM,10:57 PM,10:29 PM,02:29 AM,01:19 PM,02:19 PM
98,2023-08-07,02:29 AM,05:12,12:49 PM,04:55 PM,08:24 PM,10:51 PM,03:42 AM,03:47 AM,12:49 PM,12:54 PM,04:55 PM,05:00 PM,08:24 PM,08:29 PM,10:51 PM,10:56 PM,10:29 PM,02:29 AM,01:19 PM,02:19 PM
99,2023-08-08,02:30 AM,05:13,12:48 PM,04:54 PM,08:22 PM,10:47 PM,03:42 AM,03:47 AM,12:48 PM,12:53 PM,04:54 PM,04:59 PM,08:22 PM,08:27 PM,10:47 PM,10:52 PM,10:30 PM,02:30 AM,01:18 PM,02:18 PM
100,2023-08-09,02:30 AM,05:15,12:48 PM,04:53 PM,08:20 PM,10:43 PM,03:42 AM,03:47 AM,12:48 PM,12:53 PM,04:53 PM,04:58 PM,08:20 PM,08:25 PM,10:43 PM,10:48 PM,10:30 PM,02:30 AM,01:18 PM,02:18 PM
101,2023-08-10,02:31 AM,05:16,12:48 PM,04:53 PM,08:18 PM,10:40 PM,03:42 AM,03:47 AM,12:48 PM,12:53 PM,04:53 PM,04:58 PM,08:18 PM,08:23 PM,10:40 PM,10:45 PM,10:31 PM,02:31 AM,01:18 PM,02:18 PM
102,2023-08-11,02:47 AM,05:18,12:48 PM,04:52 PM,08:16 PM,10:37 PM,03:42 AM,03:47 AM,11:48 AM,01:48 PM,04:52 PM,04:57 PM,08:16 PM,08:21 PM,10:37 PM,10:42 PM,10:47 PM,02:47 AM,01:18 PM,02:18 PM
103,2023-08-12,02:51 AM,05:19,12:48 PM,04:51 PM,08:14 PM,10:33 PM,03:42 AM,03:47 AM,12:48 PM,12:53 PM,04:51 PM,04:56 PM,08:14 PM,08:19 PM,10:33 PM,10:38 PM,10:51 PM,02:51 AM,01:18 PM,02:18 PM
104,2023-08-13,02:54 AM,05:21,12:48 PM,04:50 PM,08:12 PM,10:30 PM,03:42 AM,03:47 AM,12:48 PM,12:53 PM,04:50 PM,04:55 PM,08:12 PM,08:17 PM,10:30 PM,10:35 PM,10:54 PM,02:54 AM,01:18 PM,02:18 PM
105,2023-08-14,02:57 AM,05:23,12:48 PM,04:49 PM,08:10 PM,10:27 PM,03:42 AM,03:47 AM,12:48 PM,12:53 PM,04:49 PM,04:54 PM,08:10 PM,08:15 PM,10:27 PM,10:32 PM,10:57 PM,02:57 AM,01:18 PM,02:18 PM
106,2023-08-15,03:00 AM,05:24,12:47 PM,04:48 PM,08:09 PM,10:23 PM,03:42 AM,03:47 AM,12:47 PM,12:52 PM,04:48 PM,04:53 PM,08:09 PM,08:14 PM,10:23 PM,10:28 PM,11:00 PM,03:00 AM,01:17 PM,02:17 PM
107,2023-08-16,03:04 AM,05:26,12:47 PM,04:47 PM,08:07 PM,10:20 PM,03:42 AM,03:47 AM,12:47 PM,12:52 PM,04:47 PM,04:52 PM,08:07 PM,08:12 PM,10:20 PM,10:25 PM,11:04 PM,03:04 AM,01:17 PM,02:17 PM
108,2023-08-17,03:07 AM,05:27,12:47 PM,04:46 PM,08:05 PM,10:17 PM,03:42 AM,03:47 AM,12:47 PM,12:52 PM,04:46 PM,04:51 PM,08:05 PM,08:10 PM,10:17 PM,10:22 PM,11:07 PM,03:07 AM,01:17 PM,02:17 PM
109,2023-08-18,03:10 AM,05:29,12:47 PM,04:45 PM,08:02 PM,10:13 PM,03:42 AM,03:47 AM,11:47 AM,01:47 PM,04:45 PM,04:50 PM,08:02 PM,08:07 PM,10:13 PM,10:18 PM,11:10 PM,03:10 AM,01:17 PM,02:17 PM
110,2023-08-19,03:13 AM,05:31,12:47 PM,04:43 PM,08:00 PM,10:10 PM,03:42 AM,03:47 AM,12:47 PM,12:52 PM,04:43 PM,04:48 PM,08:00 PM,08:05 PM,10:10 PM,10:15 PM,11:13 PM,03:13 AM,01:17 PM,02:17 PM
111,2023-08-20,03:16 AM,05:32,12:46 PM,04:42 PM,07:58 PM,10:07 PM,03:42 AM,03:47 AM,12:46 PM,12:51 PM,04:42 PM,04:47 PM,07:58 PM,08:03 PM,10:07 PM,10:12 PM,11:16 PM,03:16 AM,01:16 PM,02:16 PM
112,2023-08-21,03:18 AM,05:34,12:46 PM,04:41 PM,07:56 PM,10:04 PM,03:42 AM,03:47 AM,12:46 PM,12:51 PM,04:41 PM,04:46 PM,07:56 PM,08:01 PM,10:04 PM,10:09 PM,11:18 PM,03:18 AM,01:16 PM,02:16 PM
113,2023-08-22,03:21 AM,05:35,12:46 PM,04:40 PM,07:54 PM,10:01 PM,03:42 AM,03:47 AM,12:46 PM,12:51 PM,04:40 PM,04:45 PM,07:54 PM,07:59 PM,10:01 PM,10:06 PM,11:21 PM,03:21 AM,01:16 PM,02:16 PM
114,2023-08-23,03:24 AM,05:37,12:46 PM,04:39 PM,07:52 PM,09:58 PM,03:42 AM,03:47 AM,12:46 PM,12:51 PM,04:39 PM,04:44 PM,07:52 PM,07:57 PM,09:58 PM,10:03 PM,11:24 PM,03:24 AM,01:16 PM,02:16 PM
115,2023-08-24,03:27 AM,05:39,12:45 PM,04:38 PM,07:50 PM,09:54 PM,03:42 AM,03:47 AM,12:45 PM,12:50 PM,04:38 PM,04:43 PM,07:50 PM,07:55 PM,09:54 PM,09:59 PM,11:27 PM,03:27 AM,01:15 PM,02:15 PM
116,2023-08-25,03:29 AM,05:40,12:45 PM,04:36 PM,07:48 PM,09:51 PM,03:42 AM,03:47 AM,11:45 AM,01:45 PM,04:36 PM,04:41 PM,07:48 PM,07:53 PM,09:51 PM,09:56 PM,11:29 PM,03:29 AM,01:15 PM,02:15 PM
117,2023-08-26,03:32 AM,05:42,12:45 PM,04:35 PM,07:46 PM,09:48 PM,03:42 AM,03:47 AM,12:45 PM,12:50 PM,04:35 PM,04:40 PM,07:46 PM,07:51 PM,09:48 PM,09:53 PM,11:32 PM,03:32 AM,01:15 PM,02:15 PM
118,2023-08-27,03:35 AM,05:44,12:45 PM,04:34 PM,07:43 PM,09:45 PM,03:42 AM,03:47 AM,12:45 PM,12:50 PM,04:34 PM,04:39 PM,07:43 PM,07:48 PM,09:45 PM,09:50 PM,11:35 PM,03:35 AM,01:15 PM,02:15 PM
119,2023-08-28,03:37 AM,05:45,12:44 PM,04:33 PM,07:41 PM,09:42 PM,03:42 AM,03:47 AM,12:44 PM,12:49 PM,04:33 PM,04:38 PM,07:41 PM,07:46 PM,09:42 PM,09:47 PM,11:37 PM,03:37 AM,01:14 PM,02:14 PM
120,2023-08-29,03:40 AM,05:47,12:44 PM,04:31 PM,07:39 PM,09:39 PM,03:42 AM,03:47 AM,12:44 PM,12:49 PM,04:31 PM,04:36 PM,07:39 PM,07:44 PM,09:39 PM,09:44 PM,11:40 PM,03:40 AM,01:14 PM,02:14 PM
121,2023-08-30,03:42 AM,05:48,12:44 PM,04:30 PM,07:37 PM,09:36 PM,03:42 AM,03:47 AM,12:44 PM,12:49 PM,04:30 PM,04:35 PM,07:37 PM,07:42 PM,09:36 PM,09:41 PM,11:42 PM,03:42 AM,01:14 PM,02:14 PM
122,2023-08-31,03:45 AM,05:50,12:43 PM,04:29 PM,07:35 PM,09:33 PM,03:45 AM,03:50 AM,12:43 PM,12:48 PM,04:29 PM,04:34 PM,07:35 PM,07:40 PM,09:33 PM,09:38 PM,11:45 PM,03:45 AM,01:13 PM,02:13 PM
123,2023-09-01,03:47 AM,05:52,12:43 PM,04:27 PM,07:32 PM,09:30 PM,03:47 AM,03:52 AM,11:43 AM,01:43 PM,04:27 PM,04:32 PM,07:32 PM,07:37 PM,09:30 PM,09:35 PM,11:47 PM,03:47 AM,01:13 PM,02:13 PM
124,2023-09-02,03:50 AM,05:53,12:43 PM,04:26 PM,07:30 PM,09:27 PM,03:50 AM,03:55 AM,12:43 PM,12:48 PM,04:26 PM,04:31 PM,07:30 PM,07:35 PM,09:27 PM,09:32 PM,11:50 PM,03:50 AM,01:13 PM,02:13 PM
125,2023-09-03,03:52 AM,05:55,12:42 PM,04:24 PM,07:28 PM,09:24 PM,03:52 AM,03:57 AM,12:42 PM,12:47 PM,04:24 PM,04:29 PM,07:28 PM,07:33 PM,09:24 PM,09:29 PM,11:52 PM,03:52 AM,01:12 PM,02:12 PM
126,2023-09-04,03:55 AM,05:56,12:42 PM,04:23 PM,07:26 PM,09:21 PM,03:55 AM,04:00 AM,12:42 PM,12:47 PM,04:23 PM,04:28 PM,07:26 PM,07:31 PM,09:21 PM,09:26 PM,11:55 PM,03:55 AM,01:12 PM,02:12 PM
127,2023-09-05,03:57 AM,05:58,12:42 PM,04:22 PM,07:23 PM,09:19 PM,03:57 AM,04:02 AM,12:42 PM,12:47 PM,04:22 PM,04:27 PM,07:23 PM,07:28 PM,09:19 PM,09:24 PM,11:57 PM,03:57 AM,01:12 PM,02:12 PM
128,2023-09-06,03:59 AM,06:00,12:41 PM,04:20 PM,07:21 PM,09:16 PM,03:59 AM,04:04 AM,12:41 PM,12:46 PM,04:20 PM,04:25 PM,07:21 PM,07:26 PM,09:16 PM,09:21 PM,11:59 PM,03:59 AM,01:11 PM,02:11 PM
129,2023-09-07,04:01 AM,06:01,12:41 PM,04:19 PM,07:19 PM,09:13 PM,04:01 AM,04:06 AM,12:41 PM,12:46 PM,04:19 PM,04:24 PM,07:19 PM,07:24 PM,09:13 PM,09:18 PM,12:01 AM,04:01 AM,01:11 PM,02:11 PM
130,2023-09-08,04:04 AM,06:03,12:41 PM,04:17 PM,07:17 PM,09:10 PM,04:04 AM,04:09 AM,11:41 AM,01:41 PM,04:17 PM,04:22 PM,07:17 PM,07:22 PM,09:10 PM,09:15 PM,12:04 AM,04:04 AM,01:11 PM,02:11 PM
131,2023-09-09,04:06 AM,06:04,12:40 PM,04:16 PM,07:14 PM,09:07 PM,04:06 AM,04:11 AM,12:40 PM,12:45 PM,04:16 PM,04:21 PM,07:14 PM,07:19 PM,09:07 PM,09:12 PM,12:06 AM,04:06 AM,01:10 PM,02:10 PM
132,2023-09-10,04:08 AM,06:06,12:40 PM,04:14 PM,07:12 PM,09:04 PM,04:08 AM,04:13 AM,12:40 PM,12:45 PM,04:14 PM,04:19 PM,07:12 PM,07:17 PM,09:04 PM,09:09 PM,12:08 AM,04:08 AM,01:10 PM,02:10 PM
133,2023-09-11,04:10 AM,06:08,12:40 PM,04:13 PM,07:10 PM,09:01 PM,04:10 AM,04:15 AM,12:40 PM,12:45 PM,04:13 PM,04:18 PM,07:10 PM,07:15 PM,09:01 PM,09:06 PM,12:10 AM,04:10 AM,01:10 PM,02:10 PM
134,2023-09-12,04:13 AM,06:09,12:39 PM,04:11 PM,07:07 PM,08:59 PM,04:13 AM,04:18 AM,12:39 PM,12:44 PM,04:11 PM,04:16 PM,07:07 PM,07:12 PM,08:59 PM,09:04 PM,12:13 AM,04:13 AM,01:09 PM,02:09 PM
135,2023-09-13,04:15 AM,06:11,12:39 PM,04:09 PM,07:05 PM,08:56 PM,04:15 AM,04:20 AM,12:39 PM,12:44 PM,04:09 PM,04:14 PM,07:05 PM,07:10 PM,08:56 PM,09:01 PM,12:15 AM,04:15 AM,01:09 PM,02:09 PM
136,2023-09-14,04:17 AM,06:12,12:39 PM,04:08 PM,07:03 PM,08:53 PM,04:17 AM,04:22 AM,12:39 PM,12:44 PM,04:08 PM,04:13 PM,07:03 PM,07:08 PM,08:53 PM,08:58 PM,12:17 AM,04:17 AM,01:09 PM,02:09 PM
137,2023-09-15,04:19 AM,06:14,12:38 PM,04:06 PM,07:01 PM,08:50 PM,04:19 AM,04:24 AM,11:38 AM,01:38 PM,04:06 PM,04:11 PM,07:01 PM,07:06 PM,08:50 PM,08:55 PM,12:19 AM,04:19 AM,01:08 PM,02:08 PM
138,2023-09-16,04:21 AM,06:16,12:38 PM,04:05 PM,06:58 PM,08:48 PM,04:21 AM,04:26 AM,12:38 PM,12:43 PM,04:05 PM,04:10 PM,06:58 PM,07:03 PM,08:48 PM,08:53 PM,12:21 AM,04:21 AM,01:08 PM,02:08 PM
139,2023-09-17,04:23 AM,06:17,12:38 PM,04:03 PM,06:56 PM,08:45 PM,04:23 AM,04:28 AM,12:38 PM,12:43 PM,04:03 PM,04:08 PM,06:56 PM,07:01 PM,08:45 PM,08:50 PM,12:23 AM,04:23 AM,01:08 PM,02:08 PM
140,2023-09-18,04:25 AM,06:19,12:37 PM,04:02 PM,06:54 PM,08:42 PM,04:25 AM,04:30 AM,12:37 PM,12:42 PM,04:02 PM,04:07 PM,06:54 PM,06:59 PM,08:42 PM,08:47 PM,12:25 AM,04:25 AM,01:07 PM,02:07 PM
141,2023-09-19,04:27 AM,06:21,12:37 PM,04:00 PM,06:51 PM,08:40 PM,04:27 AM,04:32 AM,12:37 PM,12:42 PM,04:00 PM,04:05 PM,06:51 PM,06:56 PM,08:40 PM,08:45 PM,12:27 AM,04:27 AM,01:07 PM,02:07 PM
142,2023-09-20,04:29 AM,06:22,12:37 PM,03:58 PM,06:49 PM,08:37 PM,04:29 AM,04:34 AM,12:37 PM,12:42 PM,03:58 PM,04:03 PM,06:49 PM,06:54 PM,08:37 PM,08:42 PM,12:29 AM,04:29 AM,01:07 PM,02:07 PM
143,2023-09-21,04:31 AM,06:24,12:36 PM,03:57 PM,06:47 PM,08:34 PM,04:31 AM,04:36 AM,12:36 PM,12:41 PM,03:57 PM,04:02 PM,06:47 PM,06:52 PM,08:34 PM,08:39 PM,12:00 AM,04:00 AM,01:06 PM,02:06 PM
144,2023-09-22,04:33 AM,06:25,12:36 PM,03:55 PM,06:44 PM,08:32 PM,04:33 AM,04:38 AM,11:36 AM,01:36 PM,03:55 PM,04:00 PM,06:44 PM,06:49 PM,08:32 PM,08:37 PM,12:00 AM,04:00 AM,01:06 PM,02:06 PM
145,2023-09-23,04:35 AM,06:27,12:35 PM,03:53 PM,06:42 PM,08:29 PM,04:35 AM,04:40 AM,12:35 PM,12:40 PM,03:53 PM,03:58 PM,06:42 PM,06:47 PM,08:29 PM,08:34 PM,12:00 AM,04:00 AM,01:05 PM,02:05 PM
146,2023-09-24,04:37 AM,06:29,12:35 PM,03:52 PM,06:40 PM,08:26 PM,04:37 AM,04:42 AM,12:35 PM,12:40 PM,03:52 PM,03:57 PM,06:40 PM,06:45 PM,08:26 PM,08:31 PM,12:00 AM,04:00 AM,01:05 PM,02:05 PM
147,2023-09-25,04:39 AM,06:30,12:35 PM,03:50 PM,06:37 PM,08:24 PM,04:39 AM,04:44 AM,12:35 PM,12:40 PM,03:50 PM,03:55 PM,06:37 PM,06:42 PM,08:24 PM,08:29 PM,12:00 AM,04:00 AM,01:05 PM,02:05 PM
148,2023-09-26,04:41 AM,06:32,12:34 PM,03:48 PM,06:35 PM,08:21 PM,04:41 AM,04:46 AM,12:34 PM,12:39 PM,03:48 PM,03:53 PM,06:35 PM,06:40 PM,08:21 PM,08:26 PM,12:00 AM,04:00 AM,01:04 PM,02:04 PM
149,2023-09-27,04:42 AM,06:34,12:34 PM,03:47 PM,06:33 PM,08:19 PM,04:42 AM,04:47 AM,12:34 PM,12:39 PM,03:47 PM,03:52 PM,06:33 PM,06:38 PM,08:19 PM,08:24 PM,12:00 AM,04:00 AM,01:04 PM,02:04 PM
150,2023-09-28,04:44 AM,06:35,12:34 PM,03:45 PM,06:30 PM,08:16 PM,04:44 AM,04:49 AM,12:34 PM,12:39 PM,03:45 PM,03:50 PM,06:30 PM,06:35 PM,08:16 PM,08:21 PM,12:00 AM,04:00 AM,01:04 PM,02:04 PM
151,2023-09-29,04:46 AM,06:37,12:33 PM,03:43 PM,06:28 PM,08:14 PM,04:46 AM,04:51 AM,11:33 AM,01:33 PM,03:43 PM,03:48 PM,06:28 PM,06:33 PM,08:14 PM,08:19 PM,12:00 AM,04:00 AM,01:03 PM,02:03 PM
152,2023-09-30,04:48 AM,06:38,12:33 PM,03:41 PM,06:26 PM,08:11 PM,04:48 AM,04:53 AM,12:33 PM,12:38 PM,03:41 PM,03:46 PM,06:26 PM,06:31 PM,08:11 PM,08:16 PM,12:00 AM,04:00 AM,01:03 PM,02:03 PM
153,2023-10-01,04:50 AM,06:40,12:33 PM,03:40 PM,06:23 PM,08:09 PM,04:50 AM,04:55 AM,12:33 PM,12:38 PM,03:40 PM,03:45 PM,06:23 PM,06:28 PM,08:09 PM,08:14 PM,12:00 AM,04:00 AM,01:03 PM,02:03 PM
154,2023-10-02,04:52 AM,06:42,12:32 PM,03:38 PM,06:21 PM,08:06 PM,04:52 AM,04:57 AM,12:32 PM,12:37 PM,03:38 PM,03:43 PM,06:21 PM,06:26 PM,08:06 PM,08:11 PM,12:00 AM,04:00 AM,01:02 PM,02:02 PM
155,2023-10-03,04:53 AM,06:43,12:32 PM,03:36 PM,06:19 PM,08:04 PM,04:53 AM,04:58 AM,12:32 PM,12:37 PM,03:36 PM,03:41 PM,06:19 PM,06:24 PM,08:04 PM,08:09 PM,12:00 AM,04:00 AM,01:02 PM,02:02 PM
156,2023-10-04,04:55 AM,06:45,12:32 PM,03:35 PM,06:17 PM,08:02 PM,04:55 AM,05:00 AM,12:32 PM,12:37 PM,03:35 PM,03:40 PM,06:17 PM,06:22 PM,08:02 PM,08:07 PM,12:00 AM,04:00 AM,01:02 PM,02:02 PM
157,2023-10-05,04:57 AM,06:47,12:31 PM,03:33 PM,06:14 PM,07:59 PM,04:57 AM,05:02 AM,12:31 PM,12:36 PM,03:33 PM,03:38 PM,06:14 PM,06:19 PM,07:59 PM,08:04 PM,12:00 AM,04:00 AM,01:01 PM,02:01 PM
158,2023-10-06,04:59 AM,06:48,12:31 PM,03:31 PM,06:12 PM,07:57 PM,04:59 AM,05:04 AM,11:31 AM,01:31 PM,03:31 PM,03:36 PM,06:12 PM,06:17 PM,07:57 PM,08:02 PM,12:00 AM,04:00 AM,01:01 PM,02:01 PM
159,2023-10-07,05:01 AM,06:50,12:31 PM,03:30 PM,06:10 PM,07:54 PM,05:01 AM,05:06 AM,12:31 PM,12:36 PM,03:30 PM,03:35 PM,06:10 PM,06:15 PM,07:54 PM,07:59 PM,12:00 AM,04:00 AM,01:01 PM,02:01 PM
160,2023-10-08,05:02 AM,06:52,12:31 PM,03:28 PM,06:07 PM,07:52 PM,05:02 AM,05:07 AM,12:31 PM,12:36 PM,03:28 PM,03:33 PM,06:07 PM,06:12 PM,07:52 PM,07:57 PM,12:00 AM,04:00 AM,01:01 PM,02:01 PM
161,2023-10-09,05:04 AM,06:53,12:30 PM,03:26 PM,06:05 PM,07:50 PM,05:04 AM,05:09 AM,12:30 PM,12:35 PM,03:26 PM,03:31 PM,06:05 PM,06:10 PM,07:50 PM,07:55 PM,12:00 AM,04:00 AM,01:00 PM,02:00 PM
162,2023-10-10,05:06 AM,06:55,12:30 PM,03:24 PM,06:03 PM,07:48 PM,05:06 AM,05:11 AM,12:30 PM,12:35 PM,03:24 PM,03:29 PM,06:03 PM,06:08 PM,07:48 PM,07:53 PM,12:00 AM,04:00 AM,01:00 PM,02:00 PM
163,2023-10-11,05:07 AM,06:57,12:30 PM,03:23 PM,06:01 PM,07:45 PM,05:07 AM,05:12 AM,12:30 PM,12:35 PM,03:23 PM,03:28 PM,06:01 PM,06:06 PM,07:45 PM,07:50 PM,12:00 AM,04:00 AM,01:00 PM,02:00 PM
164,2023-10-12,05:09 AM,06:58,12:29 PM,03:21 PM,05:59 PM,07:43 PM,05:09 AM,05:14 AM,12:29 PM,12:34 PM,03:21 PM,03:26 PM,05:59 PM,06:04 PM,07:43 PM,07:48 PM,12:00 AM,04:00 AM,01:00 PM,02:00 PM
165,2023-10-13,05:11 AM,07:00,12:29 PM,03:19 PM,05:56 PM,07:41 PM,05:11 AM,05:16 AM,11:29 AM,01:29 PM,03:19 PM,03:24 PM,05:56 PM,06:01 PM,07:41 PM,07:46 PM,12:00 AM,04:00 AM,01:00 PM,02:00 PM
166,2023-10-14,05:13 AM,07:02,12:29 PM,03:18 PM,05:54 PM,07:39 PM,05:13 AM,05:18 AM,12:29 PM,12:34 PM,03:18 PM,03:23 PM,05:54 PM,05:59 PM,07:39 PM,07:44 PM,12:00 AM,04:00 AM,01:00 PM,02:00 PM
167,2023-10-15,05:14 AM,07:04,12:29 PM,03:16 PM,05:52 PM,07:37 PM,05:14 AM,05:19 AM,12:29 PM,12:34 PM,03:16 PM,03:21 PM,05:52 PM,05:57 PM,07:37 PM,07:42 PM,12:00 AM,04:00 AM,01:00 PM,02:00 PM
168,2023-10-16,05:16 AM,07:05,12:28 PM,03:14 PM,05:50 PM,07:35 PM,05:16 AM,05:21 AM,12:28 PM,12:33 PM,03:14 PM,03:19 PM,05:50 PM,05:55 PM,07:35 PM,07:40 PM,12:00 AM,04:00 AM,01:00 PM,02:00 PM
169,2023-10-17,05:18 AM,07:07,12:28 PM,03:13 PM,05:48 PM,07:32 PM,05:18 AM,05:23 AM,12:28 PM,12:33 PM,03:13 PM,03:18 PM,05:48 PM,05:53 PM,07:32 PM,07:37 PM,12:00 AM,04:00 AM,01:00 PM,02:00 PM
170,2023-10-18,05:19 AM,07:09,12:28 PM,03:11 PM,05:46 PM,07:30 PM,05:19 AM,05:24 AM,12:28 PM,12:33 PM,03:11 PM,03:16 PM,05:46 PM,05:51 PM,07:30 PM,07:35 PM,12:00 AM,04:00 AM,01:00 PM,02:00 PM
171,2023-10-19,05:21 AM,07:10,12:28 PM,03:09 PM,05:43 PM,07:28 PM,05:21 AM,05:26 AM,12:28 PM,12:33 PM,03:09 PM,03:14 PM,05:43 PM,05:48 PM,07:28 PM,07:33 PM,12:00 AM,04:00 AM,01:00 PM,02:00 PM
172,2023-10-20,05:23 AM,07:12,12:28 PM,03:08 PM,05:41 PM,07:26 PM,05:23 AM,05:28 AM,11:28 AM,01:28 PM,03:08 PM,03:13 PM,05:41 PM,05:46 PM,07:26 PM,07:31 PM,12:00 AM,04:00 AM,01:00 PM,02:00 PM
173,2023-10-21,05:24 AM,07:14,12:27 PM,03:06 PM,05:39 PM,07:24 PM,05:24 AM,05:29 AM,12:27 PM,12:32 PM,03:06 PM,03:11 PM,05:39 PM,05:44 PM,07:24 PM,07:29 PM,12:00 AM,04:00 AM,01:00 PM,02:00 PM
174,2023-10-22,05:26 AM,07:16,12:27 PM,03:04 PM,05:37 PM,07:22 PM,05:26 AM,05:31 AM,12:27 PM,12:32 PM,03:04 PM,03:09 PM,05:37 PM,05:42 PM,07:22 PM,07:27 PM,12:00 AM,04:00 AM,01:00 PM,02:00 PM
175,2023-10-23,05:27 AM,07:17,12:27 PM,03:03 PM,05:35 PM,07:20 PM,05:27 AM,05:32 AM,12:27 PM,12:32 PM,03:03 PM,03:08 PM,05:35 PM,05:40 PM,07:20 PM,07:25 PM,12:00 AM,04:00 AM,01:00 PM,02:00 PM
176,2023-10-24,05:29 AM,07:19,12:27 PM,03:01 PM,05:33 PM,07:18 PM,05:29 AM,05:34 AM,12:27 PM,12:32 PM,03:01 PM,03:06 PM,05:33 PM,05:38 PM,07:18 PM,07:23 PM,12:00 AM,04:00 AM,01:00 PM,02:00 PM
177,2023-10-25,05:31 AM,07:21,12:27 PM,02:59 PM,05:31 PM,07:17 PM,05:31 AM,05:36 AM,12:27 PM,12:32 PM,02:59 PM,03:04 PM,05:31 PM,05:36 PM,07:17 PM,07:22 PM,12:00 AM,04:00 AM,01:00 PM,02:00 PM
178,2023-10-26,05:32 AM,07:23,12:27 PM,02:58 PM,05:29 PM,07:15 PM,05:32 AM,05:37 AM,12:27 PM,12:32 PM,02:58 PM,03:03 PM,05:29 PM,05:34 PM,07:15 PM,07:20 PM,12:00 AM,04:00 AM,01:00 PM,02:00 PM
179,2023-10-27,05:34 AM,07:24,12:27 PM,02:56 PM,05:27 PM,07:13 PM,05:34 AM,05:39 AM,11:27 AM,01:27 PM,02:56 PM,03:01 PM,05:27 PM,05:32 PM,07:13 PM,07:18 PM,12:00 AM,04:00 AM,01:00 PM,02:00 PM
180,2023-10-28,05:35 AM,07:26,12:27 PM,02:55 PM,05:25 PM,07:11 PM,05:35 AM,05:40 AM,12:27 PM,12:32 PM,02:55 PM,03:00 PM,05:25 PM,05:30 PM,07:11 PM,07:16 PM,12:00 AM,04:00 AM,01:00 PM,02:00 PM
181,2023-10-29,04:39 AM,06:30,11:26 AM,01:52 PM,04:21 PM,06:08 PM,04:39 AM,04:44 AM,11:26 AM,11:31 AM,01:52 PM,01:57 PM,04:21 PM,04:26 PM,06:08 PM,06:13 PM,12:00 AM,04:00 AM,11:56 AM,12:56 PM
